meeting_id,host_id,department_id,meeting_date,start_time,scheduled_duration_min,actual_duration_min,meeting_type,total_invited,total_joined,recording_enabled,chat_messages_count,reactions_count,screen_shares_count
ZM-45651567,HOST-0020,DEPT-006,2024-05-28,2024-05-28 10:00:00,60,65,Training,14,9,True,5,10,1
ZM-46838009,HOST-0049,DEPT-012,2023-05-22,2023-05-22 17:30:00,60,72,External,2,2,False,1,0,6
ZM-87840078,HOST-0004,DEPT-008,2023-06-02,2023-06-02 11:45:00,45,47,External,5,5,False,0,3,2
ZM-21526062,HOST-0081,DEPT-004,2023-08-03,2023-08-03 15:00:00,60,46,Internal,14,13,False,31,4,4
ZM-98429098,HOST-0091,DEPT-006,2024-03-11,2024-03-11 11:30:00,60,61,Internal,21,12,False,30,9,3
ZM-54325475,HOST-0146,DEPT-011,2024-02-05,2024-02-05 10:45:00,90,86,Webinar,82,39,True,33,39,3
ZM-50888822,HOST-0024,DEPT-003,2023-02-02,2023-02-02 09:45:00,90,81,Internal,12,9,False,12,9,0
ZM-11482715,HOST-0044,DEPT-006,2024-02-05,2024-02-05 09:15:00,90,88,Training,44,32,True,52,0,4
ZM-37605500,HOST-0080,DEPT-007,2024-11-11,2024-11-11 12:15:00,90,100,Webinar,307,209,True,107,0,3
ZM-63584671,HOST-0064,DEPT-009,2024-08-05,2024-08-05 14:45:00,60,86,Internal,21,17,True,20,0,0
ZM-49922892,HOST-0101,DEPT-010,2023-06-29,2023-06-29 13:45:00,90,90,Webinar,246,199,False,226,41,0
ZM-42171352,HOST-0041,DEPT-005,2024-07-04,2024-07-04 08:15:00,120,112,Training,41,30,False,51,26,3
ZM-77698729,HOST-0084,DEPT-007,2023-08-01,2023-08-01 14:45:00,90,93,Internal,13,10,True,11,0,2
ZM-28318112,HOST-0084,DEPT-011,2024-04-17,2024-04-17 08:15:00,30,30,External,9,8,True,19,6,1
ZM-23490911,HOST-0046,DEPT-005,2024-02-05,2024-02-05 13:15:00,30,37,Internal,17,14,True,10,12,4
ZM-16409704,HOST-0134,DEPT-011,2024-11-06,2024-11-06 14:30:00,30,31,External,9,7,False,8,5,0
ZM-60283960,HOST-0062,DEPT-004,2024-03-07,2024-03-07 10:00:00,15,17,Internal,10,7,False,11,4,3
ZM-15907259,HOST-0107,DEPT-009,2023-12-01,2023-12-01 16:15:00,45,36,Internal,22,17,True,35,14,1
ZM-57858864,HOST-0083,DEPT-003,2024-10-31,2024-10-31 11:00:00,45,50,Internal,24,18,True,27,0,1
ZM-50471241,HOST-0128,DEPT-002,2024-08-05,2024-08-05 13:00:00,30,31,External,11,8,False,17,0,4
ZM-27841755,HOST-0086,DEPT-003,2024-12-05,2024-12-05 08:30:00,45,55,External,2,2,True,1,1,1
ZM-88848693,HOST-0004,DEPT-004,2023-05-08,2023-05-08 11:45:00,45,52,Internal,27,20,True,27,19,3
ZM-60432035,HOST-0053,DEPT-011,2024-09-04,2024-09-04 12:30:00,60,59,Internal,23,15,False,17,7,2
ZM-13180065,HOST-0059,DEPT-012,2023-09-06,2023-09-06 16:00:00,30,26,Internal,24,23,False,21,10,1
ZM-79990777,HOST-0083,DEPT-003,2023-03-08,2023-03-08 10:15:00,60,65,Internal,7,5,True,11,5,4
ZM-20491063,HOST-0110,DEPT-012,2023-09-08,2023-09-08 09:15:00,60,42,Internal,12,9,False,18,3,1
ZM-20739561,HOST-0093,DEPT-007,2024-03-27,2024-03-27 09:45:00,60,45,Internal,3,2,True,3,0,5
ZM-82101452,HOST-0040,DEPT-009,2023-09-21,2023-09-21 15:30:00,45,52,External,9,7,False,15,1,2
ZM-36268523,HOST-0040,DEPT-004,2024-05-27,2024-05-27 14:30:00,45,30,Internal,15,11,True,0,7,1
ZM-26707088,HOST-0099,DEPT-010,2024-03-22,2024-03-22 13:45:00,45,41,Internal,23,16,False,0,0,0
ZM-42528051,HOST-0123,DEPT-001,2024-10-08,2024-10-08 11:45:00,60,56,Training,19,14,True,15,18,5
ZM-22389075,HOST-0099,DEPT-007,2023-03-24,2023-03-24 11:45:00,60,55,External,4,3,False,2,1,6
ZM-61377017,HOST-0079,DEPT-012,2024-08-09,2024-08-09 10:45:00,45,47,Internal,25,17,True,4,33,2
ZM-66081482,HOST-0135,DEPT-007,2023-06-30,2023-06-30 09:15:00,45,45,External,5,3,True,4,4,3
ZM-36969824,HOST-0016,DEPT-012,2024-02-23,2024-02-23 11:00:00,60,51,Internal,12,8,True,12,6,2
ZM-75121683,HOST-0026,DEPT-001,2024-11-12,2024-11-12 07:00:00,90,91,Internal,9,7,False,8,0,0
ZM-75219904,HOST-0122,DEPT-006,2023-12-11,2023-12-11 13:15:00,45,42,External,7,5,True,4,1,3
ZM-23445578,HOST-0001,DEPT-008,2024-02-16,2024-02-16 08:00:00,90,94,Training,43,36,True,78,25,0
ZM-98432853,HOST-0122,DEPT-009,2023-07-12,2023-07-12 13:00:00,15,21,Internal,23,17,False,15,12,2
ZM-91438353,HOST-0125,DEPT-007,2024-03-14,2024-03-14 10:45:00,45,39,External,6,4,False,2,5,0
ZM-77731180,HOST-0009,DEPT-003,2023-03-31,2023-03-31 14:15:00,45,56,Internal,17,7,True,14,3,1
ZM-98549488,HOST-0023,DEPT-002,2023-01-30,2023-01-30 12:45:00,30,29,Internal,27,19,False,44,0,0
ZM-99318726,HOST-0035,DEPT-009,2023-04-03,2023-04-03 18:00:00,60,57,External,12,10,False,2,15,2
ZM-85416933,HOST-0112,DEPT-004,2023-10-25,2023-10-25 09:00:00,15,11,Internal,13,10,False,0,6,1
ZM-52060116,HOST-0098,DEPT-010,2023-11-15,2023-11-15 15:45:00,30,28,External,7,5,False,7,0,3
ZM-89292610,HOST-0057,DEPT-002,2024-07-05,2024-07-05 12:15:00,60,58,Internal,29,28,False,13,0,2
ZM-29578433,HOST-0009,DEPT-010,2024-05-29,2024-05-29 16:45:00,15,14,Internal,23,23,False,34,1,1
ZM-54713904,HOST-0040,DEPT-012,2024-12-18,2024-12-18 10:45:00,15,13,Internal,26,13,False,33,1,0
ZM-83543652,HOST-0101,DEPT-006,2024-04-29,2024-04-29 15:30:00,45,45,Internal,12,8,True,8,3,3
ZM-87897778,HOST-0014,DEPT-012,2024-11-01,2024-11-01 17:15:00,30,26,Internal,17,12,False,6,10,3
ZM-97407684,HOST-0003,DEPT-006,2024-08-12,2024-08-12 10:45:00,30,24,External,8,4,False,4,2,3
ZM-17042688,HOST-0031,DEPT-009,2024-08-30,2024-08-30 10:45:00,45,47,External,5,4,False,6,0,2
ZM-97616925,HOST-0097,DEPT-012,2024-11-05,2024-11-05 13:30:00,60,63,Training,50,35,True,18,4,2
ZM-99763770,HOST-0131,DEPT-004,2024-08-09,2024-08-09 15:30:00,90,94,Internal,25,19,False,0,15,3
ZM-68204387,HOST-0077,DEPT-010,2023-11-30,2023-11-30 16:15:00,15,14,Internal,15,8,False,10,4,0
ZM-75573851,HOST-0017,DEPT-009,2024-07-05,2024-07-05 09:15:00,120,112,Webinar,387,236,True,89,25,1
ZM-52184106,HOST-0032,DEPT-001,2023-07-31,2023-07-31 09:00:00,30,33,Internal,6,5,False,2,3,1
ZM-10011484,HOST-0064,DEPT-005,2024-11-05,2024-11-05 14:15:00,90,86,Internal,21,14,False,16,28,0
ZM-78530276,HOST-0054,DEPT-012,2023-02-15,2023-02-15 12:15:00,30,32,Internal,22,17,False,1,6,1
ZM-83799431,HOST-0066,DEPT-005,2024-02-14,2024-02-14 09:30:00,60,74,Internal,24,14,False,23,6,2
ZM-94975906,HOST-0050,DEPT-012,2024-11-04,2024-11-04 11:30:00,90,79,Internal,28,19,True,17,12,1
ZM-24762625,HOST-0141,DEPT-007,2024-10-17,2024-10-17 12:30:00,15,14,Internal,27,19,False,50,11,2
ZM-39826611,HOST-0097,DEPT-002,2023-06-29,2023-06-29 14:00:00,120,118,Webinar,320,143,True,21,133,1
ZM-16437523,HOST-0044,DEPT-006,2023-07-05,2023-07-05 16:45:00,120,134,Training,40,32,True,20,7,0
ZM-29148862,HOST-0097,DEPT-010,2023-02-24,2023-02-24 10:45:00,60,54,External,9,7,True,15,14,3
ZM-67413657,HOST-0134,DEPT-012,2023-08-23,2023-08-23 09:30:00,120,100,Training,36,31,True,0,12,1
ZM-22567290,HOST-0043,DEPT-010,2023-10-20,2023-10-20 07:45:00,90,112,Internal,24,16,False,0,8,0
ZM-81458772,HOST-0032,DEPT-007,2023-07-14,2023-07-14 15:30:00,15,15,Internal,10,9,False,10,20,0
ZM-91764582,HOST-0011,DEPT-010,2023-06-22,2023-06-22 13:15:00,90,97,Internal,19,13,False,12,9,1
ZM-55360034,HOST-0064,DEPT-009,2023-05-01,2023-05-01 11:45:00,120,120,Training,28,24,False,26,5,1
ZM-96298460,HOST-0132,DEPT-001,2024-09-24,2024-09-24 15:30:00,180,183,Training,29,25,True,24,14,2
ZM-23601326,HOST-0111,DEPT-008,2024-06-25,2024-06-25 09:45:00,90,84,Internal,6,5,False,6,4,1
ZM-60238966,HOST-0077,DEPT-006,2023-07-06,2023-07-06 15:45:00,90,92,Internal,8,6,False,12,8,5
ZM-24853291,HOST-0049,DEPT-005,2024-02-09,2024-02-09 14:00:00,60,61,Internal,8,5,True,0,10,1
ZM-75641573,HOST-0141,DEPT-008,2023-05-11,2023-05-11 13:45:00,90,90,Webinar,117,40,True,50,26,2
ZM-41743155,HOST-0014,DEPT-011,2024-03-15,2024-03-15 08:45:00,120,121,Webinar,295,152,True,249,64,0
ZM-78617449,HOST-0048,DEPT-004,2023-04-28,2023-04-28 14:15:00,45,50,Internal,18,13,True,9,0,1
ZM-89349010,HOST-0039,DEPT-004,2024-02-15,2024-02-15 12:15:00,15,12,Internal,7,4,False,7,3,2
ZM-51130478,HOST-0060,DEPT-004,2024-06-06,2024-06-06 13:30:00,60,55,Internal,11,7,True,17,3,2
ZM-10071931,HOST-0014,DEPT-011,2023-10-20,2023-10-20 12:00:00,45,59,External,8,7,True,21,2,3
ZM-11833626,HOST-0142,DEPT-003,2024-08-26,2024-08-26 12:15:00,90,82,Internal,21,15,True,0,19,3
ZM-88726945,HOST-0049,DEPT-004,2023-04-12,2023-04-12 17:30:00,30,35,External,6,5,True,0,4,4
ZM-35730441,HOST-0108,DEPT-009,2023-12-22,2023-12-22 13:00:00,45,35,External,9,8,False,0,10,2
ZM-27305260,HOST-0075,DEPT-001,2024-12-11,2024-12-11 13:45:00,90,90,Training,44,44,True,0,40,4
ZM-62378052,HOST-0103,DEPT-010,2023-01-04,2023-01-04 07:45:00,30,25,Internal,19,13,False,11,0,1
ZM-84108442,HOST-0031,DEPT-003,2023-09-01,2023-09-01 08:15:00,45,49,Internal,11,9,True,8,7,0
ZM-38182016,HOST-0137,DEPT-002,2023-12-22,2023-12-22 16:30:00,90,102,Internal,26,19,False,42,26,1
ZM-11396963,HOST-0092,DEPT-004,2023-06-30,2023-06-30 08:00:00,45,64,External,8,7,True,7,1,1
ZM-69349051,HOST-0057,DEPT-006,2024-02-09,2024-02-09 13:30:00,30,23,Internal,7,6,False,9,3,2
ZM-35348349,HOST-0146,DEPT-008,2023-07-04,2023-07-04 07:30:00,120,130,Training,20,19,True,1,8,1
ZM-67229772,HOST-0063,DEPT-008,2023-04-13,2023-04-13 17:00:00,90,86,Training,34,24,False,17,17,5
ZM-27740771,HOST-0064,DEPT-002,2024-10-04,2024-10-04 07:00:00,90,92,Internal,28,25,True,46,3,4
ZM-74481609,HOST-0145,DEPT-008,2023-12-06,2023-12-06 12:00:00,90,93,Webinar,60,35,False,40,11,1
ZM-29036775,HOST-0001,DEPT-004,2024-03-13,2024-03-13 10:30:00,60,70,Internal,23,16,False,45,4,0
ZM-25087236,HOST-0126,DEPT-003,2023-08-18,2023-08-18 10:30:00,60,67,Training,17,14,True,0,20,2
ZM-67529530,HOST-0136,DEPT-006,2024-11-26,2024-11-26 11:30:00,45,46,External,11,9,False,4,14,4
ZM-45621515,HOST-0020,DEPT-001,2023-06-02,2023-06-02 16:00:00,90,84,Training,17,16,False,0,0,2
ZM-34410491,HOST-0099,DEPT-006,2024-05-07,2024-05-07 17:30:00,60,64,Internal,7,6,False,1,4,4
ZM-81641483,HOST-0127,DEPT-009,2023-08-24,2023-08-24 17:15:00,60,72,Internal,25,21,False,35,17,3
ZM-73609317,HOST-0035,DEPT-002,2024-01-05,2024-01-05 13:45:00,30,38,Internal,7,6,True,2,7,1
ZM-40143583,HOST-0015,DEPT-012,2024-12-13,2024-12-13 14:30:00,30,29,Internal,4,3,False,3,0,5
ZM-14051460,HOST-0038,DEPT-006,2023-09-08,2023-09-08 07:45:00,15,17,Internal,7,5,False,2,5,3
ZM-73107095,HOST-0106,DEPT-012,2024-10-22,2024-10-22 07:15:00,15,15,Internal,19,16,False,24,16,0
ZM-44635469,HOST-0147,DEPT-009,2023-08-21,2023-08-21 10:30:00,60,70,Internal,5,2,False,2,2,3
ZM-39381121,HOST-0101,DEPT-003,2024-07-26,2024-07-26 14:45:00,120,138,Webinar,210,77,True,29,3,1
ZM-66938098,HOST-0050,DEPT-005,2023-03-21,2023-03-21 18:30:00,45,47,Internal,3,2,True,4,2,3
ZM-51489399,HOST-0049,DEPT-009,2023-02-03,2023-02-03 18:00:00,30,29,Internal,21,21,True,41,11,2
ZM-57868637,HOST-0073,DEPT-007,2024-02-05,2024-02-05 11:00:00,45,46,Internal,13,8,True,15,11,4
ZM-88809362,HOST-0098,DEPT-008,2023-02-08,2023-02-08 10:00:00,45,50,External,5,5,True,12,0,1
ZM-77326285,HOST-0133,DEPT-012,2024-06-19,2024-06-19 14:15:00,45,35,External,7,5,False,12,4,2
ZM-62027391,HOST-0062,DEPT-004,2024-09-13,2024-09-13 14:00:00,60,71,Training,10,8,False,17,11,0
ZM-21699448,HOST-0128,DEPT-002,2023-06-23,2023-06-23 11:00:00,45,40,Internal,11,7,False,6,9,3
ZM-73520009,HOST-0066,DEPT-008,2023-05-24,2023-05-24 13:30:00,30,35,External,8,6,False,2,6,1
ZM-93836675,HOST-0081,DEPT-006,2024-02-28,2024-02-28 15:30:00,90,77,Internal,24,24,False,38,33,3
ZM-85269356,HOST-0003,DEPT-003,2023-10-25,2023-10-25 09:15:00,180,195,Training,34,31,True,56,0,1
ZM-72391513,HOST-0028,DEPT-002,2023-04-21,2023-04-21 13:15:00,60,68,Internal,15,11,False,19,13,2
ZM-73917095,HOST-0030,DEPT-005,2024-07-12,2024-07-12 12:30:00,30,32,Internal,21,15,False,32,11,0
ZM-67728351,HOST-0122,DEPT-004,2023-01-24,2023-01-24 12:30:00,60,74,Internal,23,18,False,26,10,2
ZM-70588691,HOST-0108,DEPT-009,2023-04-05,2023-04-05 09:15:00,60,52,Internal,14,13,False,25,5,0
ZM-68624154,HOST-0091,DEPT-012,2023-01-11,2023-01-11 16:15:00,60,57,External,3,2,False,1,2,4
ZM-52481963,HOST-0004,DEPT-003,2023-06-01,2023-06-01 14:30:00,180,189,Training,43,35,True,19,0,4
ZM-95753906,HOST-0149,DEPT-002,2023-07-12,2023-07-12 16:15:00,60,54,Internal,22,15,False,24,28,1
ZM-11928845,HOST-0095,DEPT-006,2024-05-29,2024-05-29 14:45:00,15,14,Internal,16,9,True,2,12,0
ZM-33597329,HOST-0118,DEPT-007,2023-06-16,2023-06-16 13:45:00,90,106,Internal,12,10,False,1,2,2
ZM-23317762,HOST-0023,DEPT-002,2023-01-17,2023-01-17 16:00:00,90,96,Internal,23,17,False,1,14,3
ZM-39914362,HOST-0117,DEPT-009,2023-07-20,2023-07-20 09:30:00,60,62,Internal,28,24,False,14,21,0
ZM-11020743,HOST-0096,DEPT-004,2023-10-02,2023-10-02 13:15:00,45,40,Internal,3,3,False,6,1,3
ZM-79654067,HOST-0082,DEPT-006,2024-08-08,2024-08-08 10:45:00,60,61,Internal,9,6,False,4,10,3
ZM-95399182,HOST-0100,DEPT-012,2023-11-22,2023-11-22 09:00:00,90,95,Internal,23,19,False,7,6,2
ZM-31347754,HOST-0083,DEPT-004,2023-01-27,2023-01-27 08:15:00,60,40,Internal,3,2,True,1,3,2
ZM-27521857,HOST-0117,DEPT-011,2024-01-02,2024-01-02 12:15:00,30,31,External,10,10,True,18,0,2
ZM-16945615,HOST-0071,DEPT-002,2024-10-04,2024-10-04 17:00:00,60,52,Training,17,13,False,18,12,3
ZM-22452337,HOST-0020,DEPT-008,2023-08-01,2023-08-01 15:00:00,90,109,Webinar,299,202,True,204,66,1
ZM-70515891,HOST-0042,DEPT-003,2024-11-06,2024-11-06 18:00:00,90,78,Internal,6,6,False,5,0,2
ZM-31258513,HOST-0134,DEPT-012,2023-05-05,2023-05-05 16:15:00,30,26,Internal,9,6,True,9,3,2
ZM-26989313,HOST-0069,DEPT-005,2023-04-05,2023-04-05 15:30:00,45,51,Internal,17,13,True,2,1,2
ZM-33214233,HOST-0051,DEPT-011,2024-02-07,2024-02-07 12:15:00,60,47,Webinar,456,204,True,215,233,0
ZM-46463456,HOST-0082,DEPT-010,2024-03-15,2024-03-15 16:30:00,30,32,Internal,14,13,False,3,0,3
ZM-43965629,HOST-0105,DEPT-005,2024-10-22,2024-10-22 09:30:00,60,59,External,8,7,False,10,1,4
ZM-52205153,HOST-0032,DEPT-001,2023-01-12,2023-01-12 12:45:00,45,49,Internal,21,17,False,0,2,1
ZM-80767956,HOST-0056,DEPT-002,2024-11-18,2024-11-18 14:30:00,30,24,External,7,5,True,7,4,2
ZM-26006675,HOST-0032,DEPT-008,2023-12-01,2023-12-01 15:15:00,90,90,Internal,21,16,True,18,11,0
ZM-71977968,HOST-0073,DEPT-003,2023-02-07,2023-02-07 09:00:00,120,124,Webinar,290,155,False,300,140,1
ZM-63733308,HOST-0021,DEPT-009,2024-05-20,2024-05-20 08:45:00,120,106,Webinar,202,102,True,0,121,0
ZM-60184824,HOST-0027,DEPT-001,2023-01-11,2023-01-11 14:15:00,30,33,Internal,8,7,False,16,7,3
ZM-10663217,HOST-0014,DEPT-005,2023-02-14,2023-02-14 08:30:00,60,45,Training,14,12,True,28,9,0
ZM-28490280,HOST-0150,DEPT-008,2023-11-23,2023-11-23 14:45:00,30,30,Internal,24,12,False,22,12,0
ZM-53206211,HOST-0124,DEPT-004,2023-10-31,2023-10-31 12:15:00,15,13,Internal,24,15,False,0,8,1
ZM-38517975,HOST-0004,DEPT-011,2024-01-30,2024-01-30 17:30:00,30,26,Internal,27,20,True,44,6,0
ZM-27456426,HOST-0057,DEPT-006,2024-04-08,2024-04-08 15:15:00,90,68,Internal,27,19,False,23,0,3
ZM-87476147,HOST-0027,DEPT-003,2023-04-20,2023-04-20 10:30:00,15,15,Internal,3,3,False,1,2,2
ZM-57570364,HOST-0111,DEPT-004,2024-05-29,2024-05-29 15:30:00,60,64,Internal,4,3,False,5,3,3
ZM-36029062,HOST-0076,DEPT-004,2023-10-10,2023-10-10 08:00:00,90,77,Internal,23,15,False,16,12,4
ZM-42046782,HOST-0017,DEPT-009,2024-09-27,2024-09-27 14:45:00,60,73,Internal,6,5,True,13,2,0
ZM-37323438,HOST-0089,DEPT-011,2024-09-02,2024-09-02 16:45:00,45,45,Internal,26,18,True,8,29,2
ZM-35144941,HOST-0086,DEPT-008,2024-11-13,2024-11-13 13:30:00,60,68,Internal,3,2,False,4,3,3
ZM-89726022,HOST-0091,DEPT-008,2024-05-15,2024-05-15 07:30:00,30,29,External,5,4,True,3,2,3
ZM-55053851,HOST-0116,DEPT-008,2024-07-12,2024-07-12 15:30:00,45,47,External,7,4,False,7,2,3
ZM-99112118,HOST-0124,DEPT-002,2024-10-17,2024-10-17 10:15:00,15,16,Internal,14,12,False,6,7,2
ZM-21982151,HOST-0050,DEPT-007,2024-10-03,2024-10-03 17:45:00,60,36,External,10,9,False,24,3,3
ZM-47077262,HOST-0080,DEPT-004,2024-12-19,2024-12-19 15:30:00,45,47,Internal,12,8,False,10,5,3
ZM-80220858,HOST-0075,DEPT-010,2023-06-16,2023-06-16 14:30:00,45,43,External,3,2,False,2,2,3
ZM-17139481,HOST-0126,DEPT-005,2023-12-27,2023-12-27 13:15:00,15,16,Internal,5,4,False,5,2,2
ZM-49030787,HOST-0057,DEPT-001,2023-09-12,2023-09-12 13:45:00,60,50,Internal,6,6,False,1,2,1
ZM-53282519,HOST-0149,DEPT-003,2023-07-24,2023-07-24 12:30:00,45,51,External,3,3,False,2,5,1
ZM-68638761,HOST-0025,DEPT-003,2024-12-11,2024-12-11 16:30:00,45,46,Internal,17,11,False,20,13,1
ZM-13546316,HOST-0108,DEPT-002,2023-11-06,2023-11-06 16:30:00,60,52,Webinar,77,38,False,37,0,1
ZM-79525894,HOST-0118,DEPT-001,2023-10-04,2023-10-04 12:00:00,15,15,Internal,29,21,False,40,10,2
ZM-78561216,HOST-0014,DEPT-012,2024-07-29,2024-07-29 10:30:00,60,73,Internal,23,22,False,3,43,3
ZM-25395963,HOST-0018,DEPT-001,2023-05-04,2023-05-04 08:15:00,90,91,Internal,9,7,False,9,1,2
ZM-50255085,HOST-0104,DEPT-008,2023-08-29,2023-08-29 17:00:00,120,132,Training,37,27,True,30,17,3
ZM-78654380,HOST-0140,DEPT-004,2023-10-24,2023-10-24 08:45:00,45,54,Internal,14,10,False,4,5,1
ZM-67020114,HOST-0038,DEPT-001,2023-05-04,2023-05-04 07:45:00,90,76,Internal,4,3,False,6,1,4
ZM-11224073,HOST-0041,DEPT-006,2024-05-30,2024-05-30 12:45:00,30,37,Internal,19,17,True,26,2,4
ZM-28795756,HOST-0072,DEPT-011,2024-02-08,2024-02-08 14:45:00,15,18,Internal,22,15,False,8,0,4
ZM-27370722,HOST-0083,DEPT-010,2024-08-21,2024-08-21 09:00:00,180,159,Training,11,10,False,8,8,2
ZM-73943071,HOST-0083,DEPT-004,2023-08-31,2023-08-31 14:45:00,60,64,Training,14,11,True,19,8,4
ZM-60240663,HOST-0008,DEPT-003,2024-12-16,2024-12-16 14:15:00,60,63,Internal,23,16,True,13,9,3
ZM-37003632,HOST-0042,DEPT-007,2023-03-30,2023-03-30 10:15:00,120,165,Webinar,67,40,True,63,0,1
ZM-19658994,HOST-0088,DEPT-003,2024-06-24,2024-06-24 12:15:00,45,50,External,11,9,False,3,0,4
ZM-19013348,HOST-0113,DEPT-007,2023-03-14,2023-03-14 12:00:00,60,74,External,3,3,False,3,2,2
ZM-48909246,HOST-0065,DEPT-007,2024-07-01,2024-07-01 10:30:00,60,60,External,8,6,False,3,7,1
ZM-45306385,HOST-0008,DEPT-001,2023-09-25,2023-09-25 10:15:00,30,26,Internal,20,19,True,25,3,2
ZM-76243846,HOST-0019,DEPT-010,2024-12-20,2024-12-20 13:00:00,60,40,Training,36,27,False,10,29,3
ZM-46307023,HOST-0011,DEPT-002,2024-06-03,2024-06-03 12:15:00,30,27,Internal,3,2,False,3,1,2
ZM-60920647,HOST-0005,DEPT-009,2024-02-01,2024-02-01 09:45:00,60,54,Internal,25,17,False,21,0,3
ZM-59353022,HOST-0091,DEPT-004,2023-03-01,2023-03-01 10:45:00,30,31,Internal,26,24,False,25,0,1
ZM-43544016,HOST-0015,DEPT-002,2024-03-25,2024-03-25 12:00:00,30,30,Internal,13,8,False,17,5,3
ZM-74250209,HOST-0032,DEPT-011,2023-09-14,2023-09-14 14:15:00,90,96,Internal,17,16,False,10,0,2
ZM-80711829,HOST-0069,DEPT-006,2024-05-30,2024-05-30 07:30:00,30,26,External,8,6,True,1,3,3
ZM-79926758,HOST-0060,DEPT-005,2023-08-04,2023-08-04 11:00:00,30,24,External,5,5,False,4,0,1
ZM-14530678,HOST-0070,DEPT-005,2023-03-28,2023-03-28 12:45:00,30,31,External,9,8,False,10,2,2
ZM-98573727,HOST-0111,DEPT-009,2023-11-09,2023-11-09 07:30:00,15,13,Internal,29,21,True,47,1,0
ZM-93420414,HOST-0112,DEPT-007,2023-02-28,2023-02-28 16:45:00,60,52,Webinar,419,268,True,104,260,1
ZM-86276344,HOST-0133,DEPT-005,2024-01-26,2024-01-26 09:00:00,60,59,Internal,11,5,False,9,0,3
ZM-55302825,HOST-0147,DEPT-007,2023-10-03,2023-10-03 17:00:00,45,48,Internal,6,4,False,9,5,0
ZM-12317495,HOST-0113,DEPT-001,2024-01-03,2024-01-03 14:00:00,60,53,Internal,21,13,True,22,6,1
ZM-34132872,HOST-0067,DEPT-005,2024-05-21,2024-05-21 12:15:00,30,28,Internal,7,6,True,2,4,4
ZM-78010697,HOST-0113,DEPT-010,2023-08-22,2023-08-22 12:00:00,15,22,Internal,24,15,True,29,0,1
ZM-24651674,HOST-0020,DEPT-009,2024-06-07,2024-06-07 12:15:00,15,15,Internal,13,7,False,4,4,1
ZM-47994945,HOST-0037,DEPT-001,2024-01-04,2024-01-04 12:45:00,45,59,Internal,12,9,False,7,4,5
ZM-13427288,HOST-0028,DEPT-010,2023-11-17,2023-11-17 15:30:00,90,99,Internal,9,6,False,12,3,1
ZM-97135770,HOST-0021,DEPT-002,2023-08-18,2023-08-18 16:00:00,180,167,Training,48,40,False,0,24,0
ZM-49334559,HOST-0063,DEPT-006,2023-08-25,2023-08-25 13:00:00,60,63,Internal,25,19,False,45,17,1
ZM-77866314,HOST-0020,DEPT-006,2024-09-11,2024-09-11 18:15:00,30,26,External,10,8,False,10,14,1
ZM-48505078,HOST-0088,DEPT-006,2024-02-23,2024-02-23 17:15:00,60,48,Internal,21,11,False,13,8,3
ZM-32383617,HOST-0031,DEPT-007,2024-04-26,2024-04-26 14:00:00,15,15,Internal,25,19,False,23,14,0
ZM-66688023,HOST-0091,DEPT-003,2024-07-24,2024-07-24 11:00:00,30,29,Internal,13,12,False,1,0,1
ZM-16071701,HOST-0019,DEPT-012,2024-04-04,2024-04-04 14:30:00,180,150,Training,40,30,False,18,0,1
ZM-78367019,HOST-0022,DEPT-003,2024-08-30,2024-08-30 15:45:00,120,96,Training,30,23,True,32,0,0
ZM-49909444,HOST-0127,DEPT-006,2024-06-14,2024-06-14 15:30:00,90,67,Internal,13,8,False,1,9,2
ZM-38277083,HOST-0111,DEPT-009,2023-04-12,2023-04-12 11:15:00,45,44,Internal,6,4,False,9,3,3
ZM-44819972,HOST-0028,DEPT-004,2023-05-25,2023-05-25 09:00:00,30,32,External,11,11,True,31,0,0
ZM-13459771,HOST-0095,DEPT-004,2024-08-07,2024-08-07 14:15:00,60,56,Internal,29,14,True,22,5,0
ZM-68017753,HOST-0127,DEPT-005,2023-10-13,2023-10-13 12:00:00,15,19,Internal,13,9,False,14,9,0
ZM-19943990,HOST-0081,DEPT-001,2024-12-23,2024-12-23 13:15:00,90,96,Internal,29,16,False,8,0,0
ZM-43005982,HOST-0036,DEPT-010,2023-08-14,2023-08-14 10:45:00,30,30,Internal,12,10,False,19,11,3
ZM-38747971,HOST-0001,DEPT-007,2024-07-25,2024-07-25 11:15:00,90,99,Internal,4,3,False,5,1,4
ZM-74992661,HOST-0136,DEPT-011,2023-10-27,2023-10-27 18:30:00,180,142,Training,44,38,False,23,20,4
ZM-48556908,HOST-0108,DEPT-008,2024-03-11,2024-03-11 09:45:00,15,18,Internal,13,9,False,5,4,2
ZM-75655873,HOST-0106,DEPT-011,2023-10-25,2023-10-25 13:00:00,45,31,Internal,20,15,False,18,3,1
ZM-63509858,HOST-0067,DEPT-001,2023-12-14,2023-12-14 13:45:00,15,17,Internal,16,13,True,35,0,1
ZM-92316265,HOST-0085,DEPT-003,2024-01-24,2024-01-24 14:00:00,30,31,External,12,9,False,15,6,0
ZM-63086639,HOST-0059,DEPT-005,2024-01-18,2024-01-18 14:15:00,90,81,Webinar,333,173,False,0,84,1
ZM-23760099,HOST-0129,DEPT-007,2023-02-13,2023-02-13 11:00:00,60,60,Webinar,189,109,False,87,0,0
